Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|6666666.363677.peg.2875	CDS	CP002976.1	2883942	2880967	-3	-	2976	Formate dehydrogenase-O, major subunit (EC 1.2.1.2)	A protein believed to be a subunit or accessory protein of the formate dehydrogenase; <br>Formate hydrogenase	 	 
fig|6666666.363677.peg.2876	CDS	CP002976.1	2884240	2884049	-1	-	192	Formate dehydrogenase subunit or accessory protein	A protein believed to be a subunit or accessory protein of the formate dehydrogenase	 	 
fig|6666666.363677.peg.2877	CDS	CP002976.1	2884941	2884300	-3	-	642	Putative formate dehydrogenase-specific chaperone	Formate hydrogenase	 	 
fig|6666666.363677.peg.2878	CDS	CP002976.1	2885755	2885045	-1	-	711	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2879	CDS	CP002976.1	2886327	2885752	-3	-	576	Protein of unknown function DUF3305	- none -	 	 
fig|6666666.363677.peg.2880	CDS	CP002976.1	2886682	2888631	1	+	1950	Iron-sulfur cluster-binding protein	- none -	 	 
fig|6666666.363677.peg.2881	CDS	CP002976.1	2889443	2888661	-2	-	783	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2882	CDS	CP002976.1	2889573	2890637	3	+	1065	[4Fe-4S] cluster assembly scaffold protein Mrp (=ApbC)	- none -	 	 
fig|6666666.363677.peg.2883	CDS	CP002976.1	2890642	2891358	1	+	717	Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	- none -	 	 
fig|6666666.363677.peg.2884	CDS	CP002976.1	2891355	2891834	3	+	480	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2885	CDS	CP002976.1	2892717	2891914	-3	-	804	Tungstate ABC transporter, substrate-binding protein	- none -	 	 
fig|6666666.363677.peg.2886	CDS	CP002976.1	2893439	2892714	-2	-	726	Tungstate ABC transporter, ATP-binding protein	- none -	 	 
fig|6666666.363677.peg.2887	CDS	CP002976.1	2894140	2893436	-1	-	705	Tungstate ABC transporter, permease protein	- none -	 	 
fig|6666666.363677.peg.2888	CDS	CP002976.1	2894488	2895540	1	+	1053	Quinolinate synthetase (EC 2.5.1.72)	Mycobacterium virulence operon possibly involved in quinolinate biosynthesis; <br>NAD and NADP cofactor biosynthesis global	 	 
fig|6666666.363677.peg.2889	CDS	CP002976.1	2895544	2897223	1	+	1680	L-aspartate oxidase (EC 1.4.3.16)	Mycobacterium virulence operon possibly involved in quinolinate biosynthesis; <br>NAD and NADP cofactor biosynthesis global	 	 
fig|6666666.363677.peg.2890	CDS	CP002976.1	2897220	2898074	3	+	855	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	Mycobacterium virulence operon possibly involved in quinolinate biosynthesis; <br>NAD and NADP cofactor biosynthesis global	 	 
fig|6666666.363677.peg.2891	CDS	CP002976.1	2899607	2898147	-2	-	1461	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2892	CDS	CP002976.1	2900392	2899607	-1	-	786	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2893	CDS	CP002976.1	2900810	2900409	-2	-	402	FIG01023684: hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2894	CDS	CP002976.1	2901811	2900807	-1	-	1005	Glycosyltransferase	- none -	 	 
fig|6666666.363677.peg.2895	CDS	CP002976.1	2904011	2902023	-2	-	1989	Mll5128 protein	- none -	 	 
fig|6666666.363677.peg.2896	CDS	CP002976.1	2905211	2904084	-2	-	1128	L-carnitine dehydratase/bile acid-inducible protein F	- none -	 	 
fig|6666666.363677.peg.2897	CDS	CP002976.1	2905795	2905547	-1	-	249	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2898	CDS	CP002976.1	2907065	2905905	-2	-	1161	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	Chitin and N-acetylglucosamine utilization	 	 
fig|6666666.363677.peg.2899	CDS	CP002976.1	2908090	2907062	-1	-	1029	Glucosamine-6-phosphate deaminase [isomerizing], alternative (EC 3.5.99.6)	Chitin and N-acetylglucosamine utilization	 	 
fig|6666666.363677.peg.2900	CDS	CP002976.1	2908873	2908115	-1	-	759	Predicted transcriptional regulator of N-Acetylglucosamine utilization, GntR family	Chitin and N-acetylglucosamine utilization	 	 
fig|6666666.363677.peg.2901	CDS	CP002976.1	2909772	2908870	-3	-	903	N-acetylglucosamine kinase of eukaryotic type (EC 2.7.1.59)	Chitin and N-acetylglucosamine utilization	 	 
fig|6666666.363677.peg.2902	CDS	CP002976.1	2909950	2910891	1	+	942	N-acetylmuramic acid 6-phosphate etherase (EC 4.2.1.126)	- none -	 	 
fig|6666666.363677.peg.2903	CDS	CP002976.1	2910969	2912222	3	+	1254	N-acetyl-D-glucosamine ABC transporter, substrate-binding protein	- none -	 	 
fig|6666666.363677.peg.2904	CDS	CP002976.1	2912306	2913232	2	+	927	N-acetyl-D-glucosamine ABC transporter, permease protein 1	- none -	 	 
fig|6666666.363677.peg.2905	CDS	CP002976.1	2913240	2914082	3	+	843	N-acetyl-D-glucosamine ABC transporter, permease protein 2	- none -	 	 
fig|6666666.363677.peg.2906	CDS	CP002976.1	2914225	2915316	1	+	1092	hypothetical oxidoreductase related to N-acetylglucosamine utilization	Chitin and N-acetylglucosamine utilization	 	 
fig|6666666.363677.peg.2907	CDS	CP002976.1	2915329	2916324	1	+	996	N-Acetyl-D-glucosamine ABC transport system ATP-binding protein	Chitin and N-acetylglucosamine utilization	 	 
fig|6666666.363677.peg.2908	CDS	CP002976.1	2916497	2918137	2	+	1641	Glucose-6-phosphate isomerase (EC 5.3.1.9)	Glycolysis and Gluconeogenesis	 	 
fig|6666666.363677.peg.2909	CDS	CP002976.1	2918187	2919647	3	+	1461	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	Pentose phosphate pathway	 	 
fig|6666666.363677.peg.2910	CDS	CP002976.1	2919714	2921537	3	+	1824	Phosphogluconate dehydratase (EC 4.2.1.12)	- none -	 	 
fig|6666666.363677.peg.2911	CDS	CP002976.1	2921541	2922188	3	+	648	4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	- none -	 	 
fig|6666666.363677.peg.2912	CDS	CP002976.1	2922674	2922282	-2	-	393	FIG00481235: hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2913	CDS	CP002976.1	2923782	2922811	-3	-	972	Fructokinase (EC 2.7.1.4)	Fructose utilization	 	 
fig|6666666.363677.peg.2914	CDS	CP002976.1	2924423	2923779	-2	-	645	Uncharacterized sugar kinase	- none -	 	 
fig|6666666.363677.peg.2915	CDS	CP002976.1	2925196	2924420	-1	-	777	Fructose ABC transporter, ATP-binding component FrcA	Fructose utilization	 	 
fig|6666666.363677.peg.2916	CDS	CP002976.1	2926257	2925196	-3	-	1062	Fructose ABC transporter, permease component FrcC	Fructose utilization	 	 
fig|6666666.363677.peg.2917	CDS	CP002976.1	2927464	2926448	-1	-	1017	Fructose ABC transporter, substrate-binding component FrcB	Fructose utilization	 	 
fig|6666666.363677.peg.2918	CDS	CP002976.1	2927633	2928835	2	+	1203	Transcriptional regulator FrcR for fructose utilization, ROK family	Fructose utilization	 	 
fig|6666666.363677.peg.2919	CDS	CP002976.1	2929375	2928845	-1	-	531	Acetyltransferase, GNAT family	- none -	 	 
fig|6666666.363677.peg.2920	CDS	CP002976.1	2932987	2929475	-1	-	3513	DNA polymerase III alpha subunit (EC 2.7.7.7)	- none -	 	 
fig|6666666.363677.peg.2921	CDS	CP002976.1	2933302	2933123	-1	-	180	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2922	CDS	CP002976.1	2933369	2934814	2	+	1446	Xanthine dehydrogenase iron-sulfur subunit (EC 1.17.1.4) / Xanthine dehydrogenase, FAD binding subunit (EC 1.17.1.4)	Purine Utilization; <br>Purine Utilization; <br>Xanthine dehydrogenase subunits; <br>Xanthine dehydrogenase subunits	 	 
fig|6666666.363677.peg.2923	CDS	CP002976.1	2934814	2937219	1	+	2406	Xanthine dehydrogenase, molybdenum binding subunit (EC 1.17.1.4)	Purine Utilization; <br>Xanthine dehydrogenase subunits	 	 
fig|6666666.363677.peg.2924	CDS	CP002976.1	2937223	2938173	1	+	951	Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family	Purine Utilization; <br>Xanthine dehydrogenase subunits	 	 
fig|6666666.363677.peg.2925	CDS	CP002976.1	2938170	2939687	3	+	1518	ABC transporter, ATP-binding protein (cluster 11, riboflavin/purine nucleoside/unknown) / ABC transporter, ATP-binding protein (cluster 11, riboflavin/purine nucleoside/unknown)	- none -	 	 
fig|6666666.363677.peg.2926	CDS	CP002976.1	2939680	2939802	1	+	123	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2927	CDS	CP002976.1	2939805	2940887	3	+	1083	Ribose ABC transport system, permease protein RbsC (TC 3.A.1.2.1)	D-ribose utilization	 	 
fig|6666666.363677.peg.2928	CDS	CP002976.1	2940887	2941201	2	+	315	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2929	CDS	CP002976.1	2941203	2942123	3	+	921	Putative deoxyribose-specific ABC transporter, permease protein	Deoxyribose and Deoxynucleoside Catabolism	 	 
fig|6666666.363677.peg.2930	CDS	CP002976.1	2942196	2943272	3	+	1077	ABC transporter, substrate-binding protein (cluster 11, riboflavin/purine nucleoside/unknown)	- none -	 	 
fig|6666666.363677.peg.2931	CDS	CP002976.1	2944056	2943445	-3	-	612	Putative phosphatidylglycerophosphate synthase	- none -	 	 
fig|6666666.363677.peg.2932	CDS	CP002976.1	2944198	2945151	1	+	954	Oxidoreductase, aldo/keto reductase family	- none -	 	 
fig|6666666.363677.peg.2933	CDS	CP002976.1	2945148	2946260	3	+	1113	Oxidoreductase, FAD-binding	- none -	 	 
fig|6666666.363677.peg.2934	CDS	CP002976.1	2946260	2946931	2	+	672	SAM-dependent methyltransferase	- none -	 	 
fig|6666666.363677.peg.2935	CDS	CP002976.1	2947662	2946949	-3	-	714	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2936	CDS	CP002976.1	2950324	2947814	-1	-	2511	Sarcosine dehydrogenase (EC 1.5.8.3)	- none -	 	 
fig|6666666.363677.peg.2937	CDS	CP002976.1	2952418	2950970	-1	-	1449	D-Lactate dehydrogenase, cytochrome c-dependent (EC 1.1.2.4)	Glycolate, glyoxylate interconversions	 	 
fig|6666666.363677.peg.2938	CDS	CP002976.1	2954317	2952515	-1	-	1803	Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)	Glutathione: Biosynthesis and gamma-glutamyl cycle	 	 
fig|6666666.363677.peg.2939	CDS	CP002976.1	2955544	2954558	-1	-	987	Glyoxylate reductase (EC 1.1.1.79) / Glyoxylate reductase (EC 1.1.1.26) / Hydroxypyruvate reductase (EC 1.1.1.81)	Glycolate, glyoxylate interconversions; <br>Glycolate, glyoxylate interconversions; <br>Glycolate, glyoxylate interconversions	 	 
fig|6666666.363677.peg.2940	CDS	CP002976.1	2955769	2956302	1	+	534	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2941	CDS	CP002976.1	2958946	2956316	-1	-	2631	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2942	CDS	CP002976.1	2960076	2958943	-3	-	1134	DNA double-strand break repair protein Mre11	- none -	 	 
fig|6666666.363677.peg.2943	CDS	CP002976.1	2960268	2960948	3	+	681	Transcriptional regulator, GntR family	- none -	 	 
fig|6666666.363677.peg.2944	CDS	CP002976.1	2961032	2962051	2	+	1020	ABC transporter, substrate-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)	- none -	 	 
fig|6666666.363677.peg.2945	CDS	CP002976.1	2962103	2962870	2	+	768	ABC transporter, ATP-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)	- none -	 	 
fig|6666666.363677.peg.2946	CDS	CP002976.1	2962941	2963714	3	+	774	ABC transporter, permease protein (cluster 10, nitrate/sulfonate/bicarbonate)	- none -	 	 
fig|6666666.363677.peg.2947	CDS	CP002976.1	2964020	2966236	2	+	2217	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42); Monomeric isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	5-FCL-like protein; <br>TCA Cycle	 	 
fig|6666666.363677.peg.2948	CDS	CP002976.1	2967044	2966346	-2	-	699	Glutamine amidotransferase, class I	- none -	 	 
fig|6666666.363677.peg.2949	CDS	CP002976.1	2968075	2967041	-1	-	1035	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2950	CDS	CP002976.1	2968863	2968225	-3	-	639	Lysine exporter protein LysE/YggA	- none -	 	 
fig|6666666.363677.peg.2951	CDS	CP002976.1	2969101	2969571	1	+	471	Hemerythrin domain protein	- none -	 	 
fig|6666666.363677.peg.2952	CDS	CP002976.1	2970247	2969708	-1	-	540	FIG01073220: hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2953	CDS	CP002976.1	2971024	2970278	-1	-	747	ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines)	- none -	 	 
fig|6666666.363677.peg.2954	CDS	CP002976.1	2971869	2971021	-3	-	849	ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines)	- none -	 	 
fig|6666666.363677.peg.2955	CDS	CP002976.1	2972768	2971866	-2	-	903	ABC transporter, permease protein 2 (cluster 5, nickel/peptides/opines)	- none -	 	 
fig|6666666.363677.peg.2956	CDS	CP002976.1	2973811	2972768	-1	-	1044	ABC transporter, permease protein 1 (cluster 5, nickel/peptides/opines)	- none -	 	 
fig|6666666.363677.peg.2957	CDS	CP002976.1	2973977	2974594	2	+	618	Transcriptional regulator, MerR family	Cobalt-zinc-cadmium resistance	 	 
fig|6666666.363677.peg.2958	CDS	CP002976.1	2974665	2976251	3	+	1587	ABC transporter, substrate-binding protein (cluster 5, nickel/peptides/opines)	- none -	 	 
fig|6666666.363677.peg.2959	CDS	CP002976.1	2976403	2977503	1	+	1101	Putative peptidase	- none -	 	 
fig|6666666.363677.peg.2960	CDS	CP002976.1	2978015	2977608	-2	-	408	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|6666666.363677.peg.2961	CDS	CP002976.1	2978250	2981384	3	+	3135	Two-component system sensor histidine kinase/response regulator hybrid	- none -	 	 
fig|6666666.363677.peg.2962	CDS	CP002976.1	2981732	2986123	2	+	4392	Polyketide synthase modules and related proteins	- none -	 	 
fig|6666666.363677.peg.2963	CDS	CP002976.1	2986796	2987107	2	+	312	Mobile element protein	- none -	 	 
fig|6666666.363677.peg.2964	CDS	CP002976.1	2987104	2987934	1	+	831	Mobile element protein	- none -	 	 
fig|6666666.363677.peg.2965	CDS	CP002976.1	2988425	2988589	2	+	165	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2966	CDS	CP002976.1	2989091	2990107	2	+	1017	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2967	CDS	CP002976.1	2990951	2990091	-2	-	861	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2968	CDS	CP002976.1	2992043	2990958	-2	-	1086	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	- none -	 	 
fig|6666666.363677.peg.2969	CDS	CP002976.1	2993065	2992064	-1	-	1002	SAM-dependent methyltransferase	- none -	 	 
fig|6666666.363677.peg.2970	CDS	CP002976.1	2993585	2993439	-2	-	147	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2971	CDS	CP002976.1	2993757	2993921	3	+	165	Mobile element protein	- none -	 	 
fig|6666666.363677.peg.2972	CDS	CP002976.1	2994141	2994254	3	+	114	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2973	CDS	CP002976.1	2994345	2994899	3	+	555	Mobile element protein	- none -	 	 
fig|6666666.363677.peg.2974	CDS	CP002976.1	3001909	3001763	-1	-	147	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2975	CDS	CP002976.1	3001885	3002595	1	+	711	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2976	CDS	CP002976.1	3002680	3005256	1	+	2577	Phytochrome, two-component sensor histidine kinase (EC 2.7.3.-)	Oxidative stress	 	 
fig|6666666.363677.peg.2977	CDS	CP002976.1	3008566	3005351	-1	-	3216	Flavodoxin reductases (ferredoxin-NADPH reductases) family 1; Vanillate O-demethylase oxidoreductase (EC 1.14.13.-)	Anaerobic respiratory reductases; <br>Anaerobic respiratory reductases	 	 
fig|6666666.363677.peg.2978	CDS	CP002976.1	3009492	3008719	-3	-	774	Lactam utilization protein LamB	EC699-706	 	 
fig|6666666.363677.peg.2979	CDS	CP002976.1	3010532	3009489	-2	-	1044	Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54)	EC699-706	 	 
fig|6666666.363677.peg.2980	CDS	CP002976.1	3011281	3010529	-1	-	753	Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)	EC699-706	 	 
fig|6666666.363677.peg.2981	CDS	CP002976.1	3012232	3011453	-1	-	780	Glutamine amidotransferases class-II	- none -	 	 
fig|6666666.363677.peg.2982	CDS	CP002976.1	3013701	3012232	-3	-	1470	Cysteine desulfurase (EC 2.8.1.7)	Alanine biosynthesis; <br>CBSS-84588.1.peg.1247; <br>Iron-sulfur cluster assembly; <br>mnm5U34 biosynthesis bacteria	 	 
fig|6666666.363677.peg.2983	CDS	CP002976.1	3015232	3013910	-1	-	1323	Aminotransferase, class III	- none -	 	 
fig|6666666.363677.peg.2984	CDS	CP002976.1	3016035	3015232	-3	-	804	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2985	CDS	CP002976.1	3016238	3016032	-2	-	207	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2986	CDS	CP002976.1	3016278	3017675	3	+	1398	Taurine--pyruvate aminotransferase (EC 2.6.1.77)	- none -	 	 
fig|6666666.363677.peg.2987	CDS	CP002976.1	3017789	3018370	2	+	582	N-acetylglutamate synthase related protein	Arginine Biosynthesis -- gjo	 	 
fig|6666666.363677.peg.2988	CDS	CP002976.1	3019518	3018490	-3	-	1029	Uncharacterized membrane protein, YraQ family	- none -	 	 
fig|6666666.363677.peg.2989	CDS	CP002976.1	3019828	3019511	-1	-	318	Transcriptional regulator, ArsR family	CBSS-1085.1.peg.1363	 	 
fig|6666666.363677.peg.2990	CDS	CP002976.1	3019891	3020076	1	+	186	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2991	CDS	CP002976.1	3020080	3021555	1	+	1476	Transcriptional regulator, MocR family, putative Taurine regulator tauR	- none -	 	 
fig|6666666.363677.peg.2992	CDS	CP002976.1	3021749	3023524	2	+	1776	Sulfoacetaldehyde acetyltransferase (EC 2.3.3.15)	- none -	 	 
fig|6666666.363677.peg.2993	CDS	CP002976.1	3023530	3024276	1	+	747	Bll0704 protein	- none -	 	 
fig|6666666.363677.peg.2994	CDS	CP002976.1	3024273	3025433	3	+	1161	Acetate kinase (EC 2.7.2.1)	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	 	 
fig|6666666.363677.peg.2995	CDS	CP002976.1	3026322	3025471	-3	-	852	Phosphate acetyltransferase (EC 2.3.1.8)	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	 	 
fig|6666666.363677.peg.2996	CDS	CP002976.1	3026354	3027487	2	+	1134	Citrate synthase (si) (EC 2.3.3.1)	TCA Cycle	 	 
fig|6666666.363677.peg.2997	CDS	CP002976.1	3027564	3030404	3	+	2841	Anaerobic dimethyl sulfoxide reductase chain A (EC 1.8.5.3), molybdopterin-binding domain	- none -	 	 
fig|6666666.363677.peg.2998	CDS	CP002976.1	3030446	3030967	2	+	522	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.2999	CDS	CP002976.1	3030964	3031758	1	+	795	Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.5.3), iron-sulfur binding subunit	- none -	 	 
fig|6666666.363677.peg.3000	CDS	CP002976.1	3031758	3032645	3	+	888	Anaerobic dimethyl sulfoxide reductase chain C (EC 1.8.5.3), anchor subunit	- none -	 	 
fig|6666666.363677.peg.3001	CDS	CP002976.1	3032794	3033264	1	+	471	4-carboxymuconolactone decarboxylase domain/alkylhydroperoxidase AhpD family core domain protein	- none -	 	 
fig|6666666.363677.peg.3002	CDS	CP002976.1	3033261	3034142	3	+	882	RNA polymerase ECF-type sigma factor	- none -	 	 
fig|6666666.363677.peg.3003	CDS	CP002976.1	3034249	3034407	1	+	159	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.3004	CDS	CP002976.1	3035383	3034511	-1	-	873	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch	 	 
fig|6666666.363677.peg.3005	CDS	CP002976.1	3035516	3037483	2	+	1968	Soluble lytic murein transglycosylase precursor (EC 3.2.1.-)	Murein Hydrolases	 	 
fig|6666666.363677.peg.3006	CDS	CP002976.1	3038374	3037457	-1	-	918	Membrane protein	- none -	 	 
fig|6666666.363677.peg.3007	CDS	CP002976.1	3039069	3038371	-3	-	699	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	RNA methylation; <br>mnm5U34 biosynthesis bacteria	 	 
fig|6666666.363677.peg.3008	CDS	CP002976.1	3039128	3040195	2	+	1068	Oxidoreductase, FAD-binding	- none -	 	 
fig|6666666.363677.peg.3009	CDS	CP002976.1	3040219	3040635	1	+	417	Putative dioxygenase	- none -	 	 
fig|6666666.363677.peg.3010	CDS	CP002976.1	3041255	3040713	-2	-	543	NADPH-dependent FMN reductase domain protein	- none -	 	 
fig|6666666.363677.peg.3011	CDS	CP002976.1	3042125	3041466	-2	-	660	Outer membrane protein	- none -	 	 
fig|6666666.363677.peg.3012	CDS	CP002976.1	3042265	3042125	-1	-	141	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.3013	CDS	CP002976.1	3042956	3042249	-2	-	708	Transcriptional regulator, DeoR family	- none -	 	 
fig|6666666.363677.peg.3014	CDS	CP002976.1	3043060	3043344	1	+	285	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.3015	CDS	CP002976.1	3044156	3043299	-2	-	858	ADA regulatory protein / Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)	DNA repair, bacterial; <br>DNA repair, bacterial	 	 
fig|6666666.363677.peg.3016	CDS	CP002976.1	3044334	3044978	3	+	645	Endonuclease III (EC 4.2.99.18)	- none -	 	 
fig|6666666.363677.peg.3017	CDS	CP002976.1	3044975	3045964	2	+	990	Fructokinase (EC 2.7.1.4)	Fructose utilization	 	 
fig|6666666.363677.peg.3018	CDS	CP002976.1	3046554	3046066	-3	-	489	Transcriptional regulator, MarR family	- none -	 	 
fig|6666666.363677.peg.3019	CDS	CP002976.1	3046638	3047507	3	+	870	Permease of the drug/metabolite transporter (DMT) superfamily	- none -	 	 
fig|6666666.363677.peg.3020	CDS	CP002976.1	3048066	3047563	-3	-	504	FIG01031623: hypothetical protein	- none -	 	 
fig|6666666.363677.peg.3021	CDS	CP002976.1	3048588	3048106	-3	-	483	Adenosine (5&#39;)-pentaphospho-(5&#39;&#39;)-adenosine pyrophosphohydrolase	- none -	 	 
fig|6666666.363677.peg.3022	CDS	CP002976.1	3048745	3050772	1	+	2028	2,4-dienoyl-CoA reductase [NADPH] (EC 1.3.1.34)	- none -	 	 
fig|6666666.363677.peg.3023	CDS	CP002976.1	3050933	3051484	2	+	552	Intracellular protease	- none -	 	 
fig|6666666.363677.peg.3024	CDS	CP002976.1	3051902	3051555	-2	-	348	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.3025	CDS	CP002976.1	3052306	3051950	-1	-	357	Antibiotic biosynthesis monooxygenase	CBSS-1085.1.peg.1363	 	 
fig|6666666.363677.peg.3026	CDS	CP002976.1	3052626	3052303	-3	-	324	(AF179595) Vco33	CBSS-1085.1.peg.1363	 	 
fig|6666666.363677.peg.3027	CDS	CP002976.1	3053180	3052725	-2	-	456	Uncharacterized DUF4399 domain-containing protein PA0315	- none -	 	 
fig|6666666.363677.peg.3028	CDS	CP002976.1	3053358	3054284	3	+	927	Transcriptional regulator, LysR family	- none -	 	 
fig|6666666.363677.peg.3029	CDS	CP002976.1	3055352	3054372	-2	-	981	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.3030	CDS	CP002976.1	3055924	3055349	-1	-	576	Mlr4105 protein	- none -	 	 
fig|6666666.363677.peg.3031	CDS	CP002976.1	3056671	3055928	-1	-	744	Histone acetyltransferase HPA2 and related acetyltransferases	CBSS-216591.1.peg.168	 	 
fig|6666666.363677.peg.3032	CDS	CP002976.1	3057390	3056668	-3	-	723	ADP-ribose pyrophosphatase of COG1058 family (EC 3.6.1.13)	- none -	 	 
fig|6666666.363677.peg.3033	CDS	CP002976.1	3057441	3058139	3	+	699	Sugar fermentation stimulation protein SfsA	- none -	 	 
fig|6666666.363677.peg.3034	CDS	CP002976.1	3059070	3058144	-3	-	927	Small-conductance mechanosensitive channel	- none -	 	 
fig|6666666.363677.peg.3035	CDS	CP002976.1	3059229	3060038	3	+	810	Methionine aminopeptidase (EC 3.4.11.18)	CBSS-312309.3.peg.1965; <br>Translation termination factors bacterial	 	 
fig|6666666.363677.peg.3036	CDS	CP002976.1	3060448	3060122	-1	-	327	FIG00918008: hypothetical protein	- none -	 	 
fig|6666666.363677.peg.3037	CDS	CP002976.1	3061303	3060635	-1	-	669	Putative phosphatase YieH	2-phosphoglycolate salvage	 	 
fig|6666666.363677.peg.3038	CDS	CP002976.1	3061882	3061328	-1	-	555	16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171)	CBSS-266117.6.peg.1260; <br>CBSS-269801.1.peg.1715; <br>RNA methylation	 	 
fig|6666666.363677.peg.3039	CDS	CP002976.1	3063090	3061879	-3	-	1212	Ferredoxin reductase	Anaerobic respiratory reductases	 	 
fig|6666666.363677.peg.3040	CDS	CP002976.1	3063215	3063703	2	+	489	Antioxidant, AhpC/Tsa family	- none -	 	 
fig|6666666.363677.peg.3041	CDS	CP002976.1	3064071	3063778	-3	-	294	Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96)	Pterin carbinolamine dehydratase	 	 
fig|6666666.363677.peg.3042	CDS	CP002976.1	3065255	3064068	-2	-	1188	FIG110192: hypothetical protein	CBSS-176299.4.peg.1996A	 	 
fig|6666666.363677.peg.3043	CDS	CP002976.1	3066075	3065302	-3	-	774	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	CBSS-176299.4.peg.1996A; <br>Glycerol and Glycerol-3-phosphate Uptake and Utilization	 	 
fig|6666666.363677.peg.3044	CDS	CP002976.1	3066530	3066072	-2	-	459	RidA/YER057c/UK114 superfamily, group 1	- none -	 	 
fig|6666666.363677.peg.3045	CDS	CP002976.1	3067971	3066655	-3	-	1317	Type I secretion membrane fusion protein, HlyD family	- none -	 	 
fig|6666666.363677.peg.3046	CDS	CP002976.1	3069698	3067968	-2	-	1731	Type I secretion system ATPase	- none -	 	 
fig|6666666.363677.peg.3047	CDS	CP002976.1	3069885	3070664	3	+	780	Outer-membrane-phospholipid-binding lipoprotein MlaA	- none -	 	 
fig|6666666.363677.peg.3048	CDS	CP002976.1	3070654	3071262	1	+	609	Phospholipid ABC transporter shuttle protein MlaC	- none -	 	 
fig|6666666.363677.peg.3049	CDS	CP002976.1	3071760	3071332	-3	-	429	Acetyltransferase, GNAT family	- none -	 	 
fig|6666666.363677.peg.3050	CDS	CP002976.1	3074100	3071824	-3	-	2277	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	- none -	 	 
